,Pick,Years After Draft,variable,NHL Probability,Star Probability
1025,61,5,Estimate,0.324723633783917,0.04301481757535828
1026,61,6,Estimate,0.33083108422517504,0.05081486492561373
1027,61,7,Estimate,0.3155943822198751,0.05361531982549606
1028,61,8,Estimate,0.2930564503020381,0.05324773161846273
1029,61,9,Estimate,0.26916798696696775,0.049415055830162126
1030,61,10,Estimate,0.24905628793786097,0.041531492544623544
1031,61,11,Estimate,0.22765182469737236,0.03487180892522369
1032,61,12,Estimate,0.1952801363888641,0.03153542762127543
1033,61,13,Estimate,,
1034,61,14,Estimate,,
1035,61,15,Estimate,,
1036,61,16,Estimate,,
1037,62,0,Estimate,0.011991592977799804,0.0012785881938682203
1038,62,1,Estimate,0.06159375766912699,0.006060154710422126
1039,62,2,Estimate,0.12946045621548566,0.013714779513645525
1040,62,3,Estimate,0.20859606682091808,0.02342151930945671
1041,62,4,Estimate,0.27869850922595035,0.03271727581425736
1042,62,5,Estimate,0.31927502749871184,0.04204681969650315
1043,62,6,Estimate,0.32551844641644123,0.049519586613690464
1044,62,7,Estimate,0.3107280567874163,0.052126531568168634
1045,62,8,Estimate,0.28875292613837766,0.05182216399565541
1046,62,9,Estimate,0.2654463558164877,0.04826371599455011
1047,62,10,Estimate,0.2457515481619892,0.040649613812605824
1048,62,11,Estimate,0.2247049310761535,0.03403630992365433
1049,62,12,Estimate,0.192787548732591,0.0305648859857029
1050,62,13,Estimate,,
1051,62,14,Estimate,,
1052,62,15,Estimate,,
1053,62,16,Estimate,,
1054,63,0,Estimate,0.011204688957520206,0.0011965597053689337
1055,63,1,Estimate,0.059765519863409375,0.005835609059309506
1056,63,2,Estimate,0.12658397279558994,0.013308693077820167
1057,63,3,Estimate,0.20475463724969117,0.0228300975153174
1058,63,4,Estimate,0.2742052491563884,0.03195272110403733
1059,63,5,Estimate,0.31454199318463344,0.04104639648667591
1060,63,6,Estimate,0.3209392740132788,0.04827591671667141
1061,63,7,Estimate,0.3065821576681303,0.05078096866338246
1062,63,8,Estimate,0.2850575543390543,0.05051394157269668
1063,63,9,Estimate,0.26208711437978754,0.04714885858801371
1064,63,10,Estimate,0.2426004056554803,0.03981278786400882
1065,63,11,Estimate,0.22180241710164197,0.03325970515884084
1066,63,12,Estimate,0.19025456570426252,0.029665736291023887
1067,63,13,Estimate,,
1068,63,14,Estimate,,
1069,63,15,Estimate,,
1070,63,16,Estimate,,
1071,64,0,Estimate,0.010484211690310436,0.0011184609245619528
1072,64,1,Estimate,0.05810301403786949,0.005615181446325871
1073,64,2,Estimate,0.12399464695938867,0.012896617962249649
1074,64,3,Estimate,0.20130579825503914,0.022199619752420685
1075,64,4,Estimate,0.27015995212149446,0.031119654064293838
1076,64,5,Estimate,0.3102878924218042,0.040011859769854025
1077,64,6,Estimate,0.3168201561744116,0.04709106390741716
1078,64,7,Estimate,0.3028619274274801,0.04957306545227838
1079,64,8,Estimate,0.2817144468005693,0.0493373341727629
1080,64,9,Estimate,0.25890157354100996,0.04612243989036968
1081,64,10,Estimate,0.2394466291132446,0.03905455455150139
1082,64,11,Estimate,0.21878321978392234,0.03253183751545577
1083,64,12,Estimate,0.18752165427770434,0.028787216658409154
1084,64,13,Estimate,,
1085,64,14,Estimate,,
1086,64,15,Estimate,,
1087,64,16,Estimate,,
1088,65,0,Estimate,0.009843419459317413,0.0010447229466904525
1089,65,1,Estimate,0.056575954898885304,0.005397376455529272
1090,65,2,Estimate,0.12158179593049646,0.012470803076655965
1091,65,3,Estimate,0.1980718611939916,0.021525131867706354
1092,65,4,Estimate,0.2663480201445601,0.03023347906616306
1093,65,5,Estimate,0.3062800709370119,0.03896996583389354
1094,65,6,Estimate,0.31293004010087405,0.04597727977115342
1095,65,7,Estimate,0.2993397592316996,0.04848952325866058
1096,65,8,Estimate,0.2785334801045916,0.04829272184143786
1097,65,9,Estimate,0.25578607328035907,0.045206568476231834
1098,65,10,Estimate,0.2362458848650922,0.038375060648379866
1099,65,11,Estimate,0.2155955812407716,0.031854397146067234
1100,65,12,Estimate,0.1845132564600893,0.027958595436167896
1101,65,13,Estimate,,
1102,65,14,Estimate,,
1103,65,15,Estimate,,
1104,65,16,Estimate,,
1105,66,0,Estimate,0.009093473771614843,0.0009560083065903489
1106,66,1,Estimate,0.05454808292299648,0.005116781413641602
1107,66,2,Estimate,0.11828690571085494,0.011957962928657395
1108,66,3,Estimate,0.1937506231541553,0.020795076136881998
1109,66,4,Estimate,0.26145790619979176,0.02934221425500794
1110,66,5,Estimate,0.3013166227623227,0.03792468787568687
1111,66,6,Estimate,0.3083213720281236,0.04479237574732979
1112,66,7,Estimate,0.2952716830570609,0.04724390680404406
1113,66,8,Estimate,0.274940581460606,0.04713573520883622
1114,66,9,Estimate,0.25249651868545,0.04426845002644665
1115,66,10,Estimate,0.23302098366221335,0.037630380659247044
1116,66,11,Estimate,0.2123356741528867,0.03111652334073343
1117,66,12,Estimate,0.18133427000482213,0.027172580210056446
1118,66,13,Estimate,,
1119,66,14,Estimate,,
1120,66,15,Estimate,,
1121,66,16,Estimate,,
1122,67,0,Estimate,0.008385715889742858,0.0008732452950188295
1123,67,1,Estimate,0.05259976845250509,0.0048501003051546355
1124,67,2,Estimate,0.11509884594956574,0.011468003362970538
1125,67,3,Estimate,0.18954577743837325,0.020094974781283963
1126,67,4,Estimate,0.2566793736871381,0.028485312567613233
1127,67,5,Estimate,0.2964552509081265,0.03691862381221773
1128,67,6,Estimate,0.3038069879371759,0.043651550032737324
1129,67,7,Estimate,0.2912939737461032,0.04604359754291502
1130,67,8,Estimate,0.27143478236392504,0.0460192520424342
1131,67,9,Estimate,0.24929017860333436,0.043362605224649665
1132,67,10,Estimate,0.2298747921220589,0.03691055080516074
1133,67,11,Estimate,0.2091520951077775,0.03040060081574913
1134,67,12,Estimate,0.17823561910355473,0.02640493526696996
1135,67,13,Estimate,,
1136,67,14,Estimate,,
1137,67,15,Estimate,,
1138,67,16,Estimate,,
1139,68,0,Estimate,0.007718217347321764,0.0007960875418296221
1140,68,1,Estimate,0.050728652397880054,0.004596756882276554
1141,68,2,Estimate,0.11201514256693106,0.0110000472436024
1142,68,3,Estimate,0.18545528704811207,0.01942372580416894
1143,68,4,Estimate,0.2520110091687534,0.027661612496732952
1144,68,5,Estimate,0.29169480262186603,0.035950552872758765
1145,68,6,Estimate,0.29938553866558787,0.04255353068688114
1146,68,7,Estimate,0.2874048764178555,0.044887345478036994
1147,68,8,Estimate,0.26801395107106357,0.044942032921352536
1148,68,9,Estimate,0.24616467123228458,0.04248780725891538
1149,68,10,Estimate,0.22680505748600427,0.036214523792313984
1150,68,11,Estimate,0.20604295382987592,0.029705876556789957
1151,68,12,Estimate,0.1752155539450913,0.025655231844695852
1152,68,13,Estimate,,
1153,68,14,Estimate,,
1154,68,15,Estimate,,
1155,68,16,Estimate,,
1156,69,0,Estimate,0.007089116409983302,0.0007242052129448228
1157,69,1,Estimate,0.04893241511761772,0.004356193120030814
1158,69,2,Estimate,0.10903333645416297,0.01055324163454422
1159,69,3,Estimate,0.18147710376020199,0.018780257142825302
1160,69,4,Estimate,0.24745137111762341,0.02686998202157196
1161,69,5,Estimate,0.28703410455946365,0.035019282237935025
1162,69,6,Estimate,0.29505567662977494,0.04149707234335415
1163,69,7,Estimate,0.2836026514530446,0.043773926718897786
1164,69,8,Estimate,0.2646759785902832,0.04390286750695889
1165,69,9,Estimate,0.24311764784961837,0.04164286294543266
1166,69,10,Estimate,0.22380956704418314,0.035541286468484444
1167,69,11,Estimate,0.2030063981213671,0.02903162585139418
1168,69,12,Estimate,0.17227235504503796,0.024923067630275145
1169,69,13,Estimate,,
1170,69,14,Estimate,,
1171,69,15,Estimate,,
1172,69,16,Estimate,,
1173,70,0,Estimate,0.006496617243579339,0.0006572845024112527
1174,70,1,Estimate,0.04720877650283882,0.004127868819665692
1175,70,2,Estimate,0.1061509842166891,0.010126757416878232
1176,70,3,Estimate,0.17760916881580838,0.01816352618924435
1177,70,4,Estimate,0.24299898997379538,0.02610931802978542
1178,70,5,Estimate,0.2824719623151447,0.03412364636298967
1179,70,6,Estimate,0.2908160552344183,0.0404809554211908
1180,70,7,Estimate,0.27988557427941446,0.04270214276894926
1181,70,8,Estimate,0.26141877909939265,0.042900574241496764
1182,70,9,Estimate,0.24014679370252123,0.0408266127735077
1183,70,10,Estimate,0.22088614897380995,0.03488985972893558
1184,70,11,Estimate,0.20004061437857468,0.028377151759787233
1185,70,12,Estimate,0.1694043336437692,0.024208065497207252
1186,70,13,Estimate,,
1187,70,14,Estimate,,
1188,70,15,Estimate,,
1189,70,16,Estimate,,
1190,71,0,Estimate,0.005938988982254037,0.0005950271198501887
1191,71,1,Estimate,0.04555549602335893,0.003911261211571069
1192,71,2,Estimate,0.10336565890373432,0.009719788899784424
1193,71,3,Estimate,0.17384941364005374,0.0175725192974487
1194,71,4,Estimate,0.23865236827692493,0.025378545728082964
1195,71,5,Estimate,0.27800716000712455,0.03326250629468324
1196,71,6,Estimate,0.286665328271467,0.03950398533117975
1197,71,7,Estimate,0.27625193510768553,0.0416708197939198
1198,71,8,Estimate,0.2582402902997741,0.04193400000286256
1199,71,9,Estimate,0.23724982881491402,0.040037930889412605
1200,71,10,Estimate,0.21803267306991106,0.03425929836143205
1201,71,11,Estimate,0.19714382799545965,0.027741784537236667
1202,71,12,Estimate,0.1666098320184916,0.023509872196550204
1203,71,13,Estimate,,
1204,71,14,Estimate,,
1205,71,15,Estimate,,
1206,71,16,Estimate,,
1207,72,0,Estimate,0.005414564702344928,0.000537149774850012
1208,72,1,Estimate,0.04397037273896403,0.0037058645588498914
1209,72,2,Estimate,0.10067495072778021,0.009331553427050408
1210,72,3,Estimate,0.17019576059665784,0.017006251279906383
1211,72,4,Estimate,0.23440998088139428,0.024676618044412374
1212,72,5,Estimate,0.2736384599274589,0.03243474898555027
1213,72,6,Estimate,0.28260214931833144,0.038564991681755534
1214,72,7,Estimate,0.27270003862751824,0.04067880787556194
1215,72,8,Estimate,0.2551384737142077,0.041002019718339396
1216,72,9,Estimate,0.23442450871620238,0.039275725020463045
1217,72,10,Estimate,0.21524705137328523,0.0336486908314927
1218,72,11,Estimate,0.19431430365788213,0.027124881010602547
1219,72,12,Estimate,0.16388722371122644,0.022828157008869043
1220,72,13,Estimate,,
1221,72,14,Estimate,,
1222,72,15,Estimate,,
1223,72,16,Estimate,,
1224,73,0,Estimate,0.0049217403084881655,0.0004833836598269616
1225,73,1,Estimate,0.04245124527963514,0.003511189762623378
1226,73,2,Estimate,0.09807646777741183,0.008961290980597737
1227,73,3,Estimate,0.16664612378180557,0.01646376489537277
1228,73,4,Estimate,0.23027027526004895,0.024002515024632774
1229,73,5,Estimate,0.26936460226411113,0.031639286609150385
1230,73,6,Estimate,0.2786251711447639,0.03766282748899259
1231,73,7,Estimate,0.2692282036728434,0.03972498025518089
1232,73,8,Estimate,0.25211131493614547,0.040103535940195174
1233,73,9,Estimate,0.2316686250977981,0.038538936340860384
1234,73,10,Estimate,0.21252723870057072,0.033057159009166844
1235,73,11,Estimate,0.19155034553244987,0.026525823911910065
1236,73,12,Estimate,0.1612349136746263,0.022162610364173035
1237,73,13,Estimate,,
1238,73,14,Estimate,,
1239,73,15,Estimate,,
1240,73,16,Estimate,,
1241,74,0,Estimate,0.004458973338637707,0.00043347393284188965
1242,74,1,Estimate,0.0409959917983952,0.0033267639700687683
1243,74,2,Estimate,0.09556783672686532,0.00860826378243095
1244,74,3,Estimate,0.1631984098611403,0.015944130330389526
1245,74,4,Estimate,0.22623167190208743,0.0233552432264688
1246,74,5,Estimate,0.26518430490293665,0.030875055879831147
1247,74,6,Estimate,0.2747330451377082,0.03679636839509431
1248,74,7,Estimate,0.26583476286579594,0.03880823257123491
1249,74,8,Estimate,0.24915682383792923,0.039237478386087564
1250,74,9,Estimate,0.2289800064031595,0.03782653928093742
1251,74,10,Estimate,0.20987123308126462,0.032483857838768206
1252,74,11,Estimate,0.18885029735374298,0.025944021171882155
1253,74,12,Estimate,0.15865133833743508,0.021512942437072028
1254,74,13,Estimate,,
1255,74,14,Estimate,,
1256,74,15,Estimate,,
1257,74,16,Estimate,,
1258,75,0,Estimate,0.004024781694955438,0.00038717920181099096
1259,75,1,Estimate,0.03960252990039823,0.003152130186110825
1260,75,2,Estimate,0.09314670354538775,0.00827175589630883
1261,75,3,Estimate,0.15985051895350916,0.015446444676560587
1262,75,4,Estimate,0.22229256481027282,0.02273383511343916
1263,75,5,Estimate,0.26109626331678715,0.030141017380372406
1264,75,6,Estimate,0.27092442075308554,0.03596451189960824
1265,75,7,Estimate,0.26251806224828084,0.03792748209521849
1266,75,8,Estimate,0.24627303474532694,0.03840280344726308
1267,75,9,Estimate,0.22635651835701912,0.03713754128157206
1268,75,10,Estimate,0.2072770761064805,0.03192797495314458
1269,75,11,Estimate,0.18621254241380444,0.025378905176504575
1270,75,12,Estimate,0.15613496559131365,0.02087888172443532
1271,75,13,Estimate,,
1272,75,14,Estimate,,
1273,75,15,Estimate,,
1274,75,16,Estimate,,
1275,76,0,Estimate,0.0036177423077941246,0.0003442710114987422
1276,76,1,Estimate,0.0382688165517058,0.002986846889595462
1277,76,2,Estimate,0.09081073420925397,0.007951072830321797
1278,76,3,Estimate,0.15660034556464655,0.01496983140559048
1279,76,4,Estimate,0.21845132210208176,0.022137348451323396
1280,76,5,Estimate,0.2570991505485573,0.029436154900748412
1281,76,6,Estimate,0.26719794500319705,0.03516617660743643
1282,76,7,Estimate,0.25927646091000706,0.037081666969962485
1283,76,8,Estimate,0.2434580065855597,0.03759849366756937
1284,76,9,Estimate,0.22379606443920766,0.03647098249561597
1285,76,10,Estimate,0.204742853194098,0.03138873023419915
1286,76,11,Estimate,0.1836355034577107,0.024829931989788154
1287,76,12,Estimate,0.15368429470077716,0.020260173612865445
1288,76,13,Estimate,,
1289,76,14,Estimate,,
1290,76,15,Estimate,,
1291,76,16,Estimate,,
1292,77,0,Estimate,0.0032364897400826314,0.0003045333346096276
1293,77,1,Estimate,0.0369928479710855,0.002830487654691058
1294,77,2,Estimate,0.08855761541893556,0.007645541141434404
1295,77,3,Estimate,0.15344577957356967,0.014513439843940821
1296,77,4,Estimate,0.21470628671883746,0.02156486570959818
1297,77,5,Estimate,0.2531916172943054,0.028759474791052276
1298,77,6,Estimate,0.2635522619879779,0.034400301497506454
1299,77,7,Estimate,0.25610833062145655,0.0362697454543589
1300,77,8,Estimate,0.24070982301568875,0.03682355719630288
1301,77,9,Estimate,0.22129658630825405,0.03582593543828641
1302,77,10,Estimate,0.2022666937747809,0.03086537532150791
1303,77,11,Estimate,0.18111764248906015,0.024296580546000302
1304,77,12,Estimate,0.15129785613780103,0.01965657894323393
1305,77,13,Estimate,,
1306,77,14,Estimate,,
1307,77,15,Estimate,,
1308,77,16,Estimate,,
1309,78,0,Estimate,0.0028797147395474283,0.0002677620682281498
1310,78,1,Estimate,0.035772659507926234,0.0026826407781657094
1311,78,2,Estimate,0.08638505532363543,0.007354508042939584
1312,78,3,Estimate,0.15038470727394473,0.014076444648818832
1313,78,4,Estimate,0.21105577724617955,0.021015493470123103
1314,78,5,Estimate,0.2493722920920598,0.028110005331463593
1315,78,6,Estimate,0.2599860124778911,0.03366584521575947
1316,78,7,Estimate,0.2530120554799386,0.03549069517840476
1317,78,8,Estimate,0.23802659253791608,0.03607702721792042
1318,78,9,Estimate,0.21885606417961756,0.035201504588548996
1319,78,10,Estimate,0.19984677140321003,0.03035719307102627
1320,78,11,Estimate,0.17865746048913966,0.023778351814718157
1321,78,12,Estimate,0.14897421134268324,0.01906787257946389
1322,78,13,Estimate,,
1323,78,14,Estimate,,
1324,78,15,Estimate,,
1325,78,16,Estimate,,
1326,79,0,Estimate,0.002546162746205049,0.00023376453677562514
1327,79,1,Estimate,0.03460632550915584,0.002542908913098212
1328,79,2,Estimate,0.0842907842549185,0.007077341015634994
1329,79,3,Estimate,0.14741501247213398,0.013658045287068156
1330,79,4,Estimate,0.20749808884858686,0.020488361845215436
1331,79,5,Estimate,0.2456397816211439,0.027486796121928267
1332,79,6,Estimate,0.25649783355568284,0.032961785395872766
1333,79,7,Estimate,0.249986031576411,0.0347435124123056
1334,79,8,Estimate,0.23540644860797214,0.03535796136163933
1335,79,9,Estimate,0.21647251716308652,0.03459682594360972
1336,79,10,Estimate,0.19748130379855847,0.029863496965989406
1337,79,11,Estimate,0.17625349705345725,0.02327476794213151
1338,79,12,Estimate,0.146711952412676,0.018493841988611013
1339,79,13,Estimate,,
1340,79,14,Estimate,,
1341,79,15,Estimate,,
1342,79,16,Estimate,,
1343,80,0,Estimate,0.0022346323625139024,0.00020235900256758844
1344,80,1,Estimate,0.033491959177771834,0.0024109087094853284
1345,80,2,Estimate,0.08227255547080987,0.00681342742341701
1346,80,3,Estimate,0.14453457764307198,0.013257465518391468
1347,80,4,Estimate,0.20403149431974163,0.019982623907072145
1348,80,5,Estimate,0.2419926711160932,0.026888917494013446
1349,80,6,Estimate,0.2530863583236731,0.03228711801089354
1350,80,7,Estimate,0.24702866669026444,0.03402721135321972
1351,80,8,Estimate,0.23284754974227156,0.03466544109391757
1352,80,9,Estimate,0.21414400356344626,0.034011066528704004
1353,80,10,Estimate,0.19516855281806675,0.02938363048226126
1354,80,11,Estimate,0.17390432994929386,0.022785371372099707
1355,80,12,Estimate,0.14450970171982153,0.017934285839112985
1356,80,13,Estimate,,
1357,80,14,Estimate,,
1358,80,15,Estimate,,
1359,80,16,Estimate,,
1360,81,0,Estimate,0.0019439737934848099,0.00017337418496842112
1361,81,1,Estimate,0.03242771242533284,0.002286270462117896
1362,81,2,Estimate,0.08032814591126564,0.006562174133864332
1363,81,3,Estimate,0.14174128514437326,0.012873952884172936
1364,81,4,Estimate,0.20065424524985537,0.01949745513035734
1365,81,5,Estimate,0.2384295248984248,0.026315459947181596
1366,81,6,Estimate,0.24975021568255062,0.03164085675868565
1367,81,7,Estimate,0.24413838001873855,0.03334082343305267
1368,81,8,Estimate,0.23034807962912254,0.033998571096808206
1369,81,9,Estimate,0.21186862114813865,0.033443423864461086
1370,81,10,Estimate,0.19290682436730736,0.028916966410520818
1371,81,11,Estimate,0.1716085745978029,0.02230972395051777
1372,81,12,Estimate,0.14236611145948455,0.017389012623884162
1373,81,13,Estimate,,
1374,81,14,Estimate,,
1375,81,15,Estimate,,
1376,81,16,Estimate,,
1377,82,0,Estimate,0.0016730872638806846,0.0001466487890464418
1378,82,1,Estimate,0.031411775720426034,0.002168637766004526
1379,82,2,Estimate,0.0784553569654165,0.006323007144259597
1380,82,3,Estimate,0.1390330184885219,0.012506778203040175
1381,82,4,Estimate,0.19736457331000729,0.01903205284957936
1382,82,5,Estimate,0.23494888702862884,0.025765533611499615
1383,82,6,Estimate,0.24648803018696527,0.031022032483817144
1384,82,7,Estimate,0.24131360194706583,0.03268339665052919
1385,82,8,Estimate,0.22790624724864686,0.03335647863512485
1386,82,9,Estimate,0.2096445073851553,0.032893125394195546
1387,82,10,Estimate,0.19069446825040043,0.028462906137801305
1388,82,11,Estimate,0.16936488348417772,0.021847406016612364
1389,82,12,Estimate,0.1402798631310542,0.016857839314673592
1390,82,13,Estimate,,
1391,82,14,Estimate,,
1392,82,15,Estimate,,
1393,82,16,Estimate,,
1394,83,0,Estimate,0.0014209214194329759,0.00012203104453927694
1395,83,1,Estimate,0.030442377934827163,0.002057667179536574
1396,83,2,Estimate,0.07665201525053975,0.00609537121338856
1397,83,3,Estimate,0.13640766367216683,0.012155235074145343
1398,83,4,Estimate,0.19416069165270344,0.018585635732723278
1399,83,5,Estimate,0.2315492820797046,0.02523826773854377
1400,83,6,Estimate,0.24329842198242918,0.030429692638219038
1401,83,7,Estimate,0.23855277386471002,0.032053994930544984
1402,83,8,Estimate,0.22552028700559631,0.0327383129153451
1403,83,9,Estimate,0.20746983965397464,0.03235942787356964
1404,83,10,Estimate,0.18852987796325063,0.028020878891055367
1405,83,11,Estimate,0.16717194549928785,0.02139801548482312
1406,83,12,Estimate,0.13824966695233282,0.016340590053819617
1407,83,13,Estimate,,
1408,83,14,Estimate,,
1409,83,15,Estimate,,
1410,83,16,Estimate,,
1411,84,0,Estimate,0.001186471718748666,9.937825584447657e-05
1412,84,1,Estimate,0.029517786188729328,0.0019530278955031159
1413,84,2,Estimate,0.07491597340217293,0.005878729499341109
1414,84,3,Estimate,0.13386311056089037,0.011818639389014366
1415,84,4,Estimate,0.19104079642679436,0.018157443272419336
1416,84,5,Estimate,0.22822921603270221,0.02473281022203892
1417,84,6,Estimate,0.24018000682723356,0.029862900782642355
1418,84,7,Estimate,0.23585434803252037,0.03145169751362138
1419,84,8,Estimate,0.22318845887857663,0.03214324443911853
1420,84,9,Estimate,0.20534283543185705,0.03184161672515136
1421,84,10,Estimate,0.18641149043254174,0.027590340945550955
1422,84,11,Estimate,0.1650284852161719,0.02096116692096879
1423,84,12,Estimate,0.13627426120925534,0.015837094889225974
1424,84,13,Estimate,,
1425,84,14,Estimate,,
1426,84,15,Estimate,,
1427,84,16,Estimate,,
1428,85,0,Estimate,0.0009687788222819883,7.855636365499986e-05
1429,85,1,Estimate,0.028636305696077932,0.00185440141998542
1430,85,2,Estimate,0.07324511087431777,0.00567256320343935
1431,85,3,Estimate,0.1313972543270076,0.011496328852668658
1432,85,4,Estimate,0.18800306840393183,0.017746735295761082
1433,85,5,Estimate,0.2249871772935439,0.024248327149496214
1434,85,6,Estimate,0.23713139620222887,0.029320736130622704
1435,85,7,Estimate,0.23321678750477629,0.03087559837803099
1436,85,8,Estimate,0.22090904858865817,0.03157046435422616
1437,85,9,Estimate,0.20326175245734615,0.03133900536048843
1438,85,10,Estimate,0.184337785702994,0.02717077480105373
1439,85,11,Estimate,0.16293326210473857,0.02053649061642641
1440,85,12,Estimate,0.13435241154266994,0.015347188558026588
1441,85,13,Estimate,,
1442,85,14,Estimate,,
1443,85,15,Estimate,,
1444,85,16,Estimate,,
1445,86,0,Estimate,0.0007669269844187875,5.943951876624579e-05
1446,86,1,Estimate,0.027796279610714493,0.001761481259086999
1447,86,2,Estimate,0.07163733474816956,0.005476371220319751
1448,86,3,Estimate,0.1290079969372214,0.011187662514595164
1449,86,4,Estimate,0.1850456747126,0.017352791493697055
1450,86,5,Estimate,0.22182163782939532,0.023784002385869134
1451,86,6,Estimate,0.2341511975104429,0.028802293136340456
1452,86,7,Estimate,0.23063856610944636,0.03032480569695011
1453,86,8,Estimate,0.21868036778962952,0.031019183805768492
1454,86,9,Estimate,0.20122488887233245,0.030850934472406975
1455,86,10,Estimate,0.18230728657514522,0.026761688328899646
1456,86,11,Estimate,0.16088506968799868,0.020123631664066825
1457,86,12,Estimate,0.13248291017410607,0.01487070932403667
1458,86,13,Estimate,,
1459,86,14,Estimate,,
1460,86,15,Estimate,,
1461,86,16,Estimate,,
1462,87,0,Estimate,0.0005800424543519029,4.190966848900354e-05
1463,87,1,Estimate,0.02699608887370053,0.001673972613387987
1464,87,2,Estimate,0.07009058054733504,0.005289669794109158
1465,87,3,Estimate,0.1266932486862362,0.01089202031001868
1466,87,4,Estimate,0.18216677067478385,0.016974910970757734
1467,87,5,Estimate,0.21873105442171703,0.0233390371899838
1468,87,6,Estimate,0.23123801436755823,0.028306681127426837
1469,87,7,Estimate,0.22811816848913485,0.02979844133273457
1470,87,8,Estimate,0.2165007542815896,0.030488633290332058
1471,87,9,Estimate,0.1992305833435938,0.03037677130034652
1472,87,10,Estimate,0.1803185581956706,0.026362613893203875
1473,87,11,Estimate,0.15888273464318173,0.019722249039702024
1474,87,12,Estimate,0.1306645750726469,0.014407497873680817
1475,87,13,Estimate,,
1476,87,14,Estimate,,
1477,87,15,Estimate,,
1478,87,16,Estimate,,
1479,88,0,Estimate,0.0004072918910500137,2.585615601538397e-05
1480,88,1,Estimate,0.026234152061860833,0.001591592079950741
1481,88,2,Estimate,0.06860281305704381,0.005111992180555496
1482,88,3,Estimate,0.12445092977162299,0.010608802611801789
1483,88,4,Estimate,0.17936450173918417,0.01661241181569214
1484,88,5,Estimate,0.21571387003201123,0.022912649864238393
1485,88,6,Estimate,0.22839044698336958,0.027833023983436133
1486,88,7,Estimate,0.2256540902044588,0.02929564037017611
1487,88,8,Estimate,0.21436857224884337,0.029978062015810467
1488,88,9,Estimate,0.19727721516423996,0.029915908871632015
1489,88,10,Estimate,0.1783702076020693,0.025973107449598187
1490,88,11,Estimate,0.15692511585109808,0.01933201469278983
1491,88,12,Estimate,0.1288962490652812,0.0139573962746653
1492,88,13,Estimate,,
1493,88,14,Estimate,,
1494,88,15,Estimate,,
1495,88,16,Estimate,,
1496,89,0,Estimate,0.00024788079720537373,1.1175332999015068e-05
1497,89,1,Estimate,0.025508925237288205,0.0015140673616511658
1498,89,2,Estimate,0.06717202714442566,0.0049428883149034274
1499,89,3,Estimate,0.12227897190459187,0.010337429793195763
1500,89,4,Estimate,0.1766370055039054,0.01626463069342656
1501,89,5,Estimate,0.21276851527514265,0.022504075437803302
1502,89,6,Estimate,0.22560709263336204,0.027380459860359235
1503,89,7,Estimate,0.22324483790074368,0.02881555069032777
1504,89,8,Estimate,0.21228221252248092,0.02948673726951384
1505,89,9,Estimate,0.19536320433508378,0.029467765221686648
1506,89,10,Estimate,0.17646088322334968,0.025592747625024646
1507,89,11,Estimate,0.15501110339720092,0.01895261265012847
1508,89,12,Estimate,0.1271767988933935,0.013520247001212845
1509,89,13,Estimate,,
1510,89,14,Estimate,,
1511,89,15,Estimate,,
1512,89,16,Estimate,,
1513,90,0,Estimate,0.0001010519766400658,-2.229814467954395e-06
1514,90,1,Estimate,0.024818901797249517,0.0014411369835625296
1515,90,2,Estimate,0.06579624857653393,0.004781924485245087
1516,90,3,Estimate,0.12017531995060947,0.010077341801555218
1517,90,4,Estimate,0.1739824138204742,0.015930922458582065
1518,90,5,Estimate,0.2098934099940136,0.02211256538329426
1519,90,6,Estimate,0.22288654621860238,0.026948140961213344
1520,90,7,Estimate,0.22088892953813472,0.02835733258622456
1521,90,8,Estimate,0.2102400928673358,0.029013943797125973
1522,90,9,Estimate,0.19348701162554455,0.029031782596281367
1523,90,10,Estimate,0.17458927433821442,0.02522113478224552
1524,90,11,Estimate,0.1531396175278407,0.018583738136229766
1525,90,12,Estimate,0.12550511421837385,0.013095892029213494
1526,90,13,Estimate,,
1527,90,14,Estimate,,
1528,90,15,Estimate,,
1529,90,16,Estimate,,
1530,91,0,Estimate,-3.3915980786008354e-05,-1.4450026374579525e-05
1531,91,1,Estimate,0.02416261232366956,0.00137255001608036
1532,91,2,Estimate,0.06447353483244347,0.004628683011024939
1533,91,3,Estimate,0.1181379335931939,0.00982799774303545
1534,91,4,Estimate,0.1713988549700732,0.015610659790623519
1535,91,5,Estimate,0.2070869649282874,0.021737387366633127
1536,91,6,Estimate,0.2202274009111864,0.026535233352401905
1537,91,7,Estimate,0.21858489468441983,0.027920158421555975
1538,91,8,Estimate,0.20824065829239266,0.02855898319499966
1539,91,9,Estimate,0.19164713861330204,0.028607426639003362
1540,91,10,Estimate,0.17275411049210782,0.024857890072845064
1541,91,11,Estimate,0.15130960756534662,0.018225096714012304
1542,91,12,Estimate,0.12388010657967247,0.012684172004159604
1543,91,13,Estimate,,
1544,91,14,Estimate,,
1545,91,15,Estimate,,
1546,91,16,Estimate,,
1547,92,0,Estimate,-0.00015771018314340236,-2.5570115769690778e-05
1548,92,1,Estimate,0.0235386244311281,0.001308065804445941
1549,92,2,Estimate,0.06320197590543941,0.004482761926335656
1550,92,3,Estimate,0.11616478901363538,0.009588875478200382
1551,92,4,Estimate,0.16888445590196519,0.015303232850552777
1552,92,5,Estimate,0.20434758346879123,0.021377825029553803
1553,92,6,Estimate,0.21762824888155047,0.026140916825200422
